id,code,type,volatility,threshold,absolute_threshold,policy_min_threshold,history_and_avg_absdelta,impact_score,missed_flag_sample,false_flag_sample,created_at,updated_at,special_term,mad,k_and_flagrate,categories
221,6205 Software & Computer Expen...,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
222,6206 Software & Apps,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
223,6215 Computer Software,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
224,62275 Dues & Subscription,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
225,6250 Dues and Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
226,62500 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
227,62500 Dues and Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
228,62500 Office Supplies & Software,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
229,6255 Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
230,"6275 Software, Apps, Subscriptions",opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
231,6300 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
232,6300 Memberships & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
233,6300 Systems & Software,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
234,6301 Software & Applications,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
235,6302 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
236,63031 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
237,6307 Software & Apps,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
238,6352 Apps & Software,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
239,6353 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
240,6401 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
241,6404 Software Expenses,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
242,6405 Software,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
243,6450 Office Supplies & Software,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
244,65270-000 Dues and Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
245,6600 Office Supplies & Software,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
246,6715 Software Expense,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
247,6903 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
248,69030 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
249,69030 Dues and Subscriptions,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":0.5872179078031383,""confidence"":0,""created_on"":""2026-05-16T11:38:57Z"",""closing_month"":""03-2026""},{""value"":0.39,""confidence"":0,""created_on"":""2026-05-20T13:57:31Z"",""closing_month"":""03-2026""},{""value"":0.39,""confidence"":0,""created_on"":""2026-05-20T14:59:02Z"",""closing_month"":""03-2026""}]}]",,0.15,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""10-2025"":386.53},{""11-2025"":886.53},{""12-2025"":1116.53},{""01-2026"":679.45},{""02-2026"":634.22},{""03-2026"":484.45}],""avg_absdelta"":0.45,""coefficient_of_variation"":0.97}]",,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0.4,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
250,1-67000 Telephone Expense,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
251,1-67700 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
253,3-61750 Computer and Internet Expenses,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
254,3-67000 Telephone Expense,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
255,3-67700 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
256,4-67000 Telephone Expense,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
257,4-67700 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
258,5511 Cell Phone Expense - Sales,cogs,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
259,6045 Computer and Internet Expen...,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
260,6062 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
261,6063 Telephone,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
262,6064 Internet Expense,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
263,6065 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
264,6100 Computer and Internet,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
265,6101 Gas,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
266,6103 Phone service,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
267,6115 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
268,6117 Internet & Telephone,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
269,6154 Electric & Gas,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
270,6155 Phone & Internet Expenses,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
271,61600 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
272,61700 Computer and Internet Expe...,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
273,61700 Telephone Expense,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
274,6200 Computer and Internet Expenses,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
275,62000 Office & Utility Expenses,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
276,6203 Phone/Internet,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
277,62030 Gas/Mileage,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
278,6204 Internet & Telephone Expe...,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
279,62051 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
280,6207 Vehicle Gas & Fuel,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
281,6225 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
282,6230 Cell Phone,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
283,6231 Internet,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
284,6233 Phone Service,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
285,6256 Telephone & Internet,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
286,6257 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
287,62850 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
288,6301 Gas,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
289,63020 Gas / Electric Charging,opex,variable,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""confidence"":0,""created_on"":""2026-05-16T11:38:56Z"",""closing_month"":""03-2026""},{""value"":0.15,""confidence"":0,""created_on"":""2026-05-20T13:56:34Z"",""closing_month"":""03-2026""},{""value"":0.15,""confidence"":0,""created_on"":""2026-05-20T14:58:03Z"",""closing_month"":""03-2026""}]}]",,0.15,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""12-2025"":100},{""01-2026"":100},{""02-2026"":100},{""03-2026"":202.52},{""10-2025"":106.56},{""11-2025"":100}],""avg_absdelta"":0.22,""coefficient_of_variation"":1.86}]",,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0.2,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
290,6308 Telephone & Internet,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
291,6366 Telephone,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
292,6367 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
293,6375 Utilities,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
294,64020 Utilities,opex,variable,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":0.28882774216845686,""confidence"":0,""created_on"":""2026-05-16T11:38:56Z"",""closing_month"":""03-2026""},{""value"":0.17,""confidence"":0,""created_on"":""2026-05-20T13:56:43Z"",""closing_month"":""03-2026""},{""value"":0.17,""confidence"":0,""created_on"":""2026-05-20T14:58:12Z"",""closing_month"":""03-2026""}]}]",,0.15,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""03-2026"":86.15},{""10-2025"":59.53},{""11-2025"":76.93},{""12-2025"":92.14},{""01-2026"":93.28},{""02-2026"":79.8}],""avg_absdelta"":0.15,""coefficient_of_variation"":0.66}]",,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0.4,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
295,6403 Internet,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
296,64030 Telephone,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""confidence"":0,""created_on"":""2026-05-16T11:38:56Z"",""closing_month"":""03-2026""},{""value"":0.15,""confidence"":0,""created_on"":""2026-05-20T13:56:50Z"",""closing_month"":""03-2026""},{""value"":0.15,""confidence"":0,""created_on"":""2026-05-20T14:58:20Z"",""closing_month"":""03-2026""}]}]",,0.15,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""01-2026"":251.34},{""02-2026"":264.31},{""03-2026"":242.31},{""10-2025"":251.63},{""11-2025"":250.61},{""12-2025"":250.36}],""avg_absdelta"":0.03,""coefficient_of_variation"":1.15}]",,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
297,6404 Telephone,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
298,64040 Internet,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":0.1530627695696063,""confidence"":0,""created_on"":""2026-05-16T11:38:57Z"",""closing_month"":""03-2026""},{""value"":0.15,""confidence"":0,""created_on"":""2026-05-20T13:56:57Z"",""closing_month"":""03-2026""},{""value"":0.15,""confidence"":0,""created_on"":""2026-05-20T14:58:29Z"",""closing_month"":""03-2026""}]}]",,0.15,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""01-2026"":112.72},{""02-2026"":112.72},{""03-2026"":112.72},{""10-2025"":275.87},{""11-2025"":167.88},{""12-2025"":108.97}],""avg_absdelta"":0.16,""coefficient_of_variation"":1.14}]",,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0.4,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
299,65240-001 Telephone Expense,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
300,6653 Electricity,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",utilities
